Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;21011;Koppers Netherlands BV;Molenlaan;30;;1422ZA;Uithoorn;117900;472450;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;44859;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;21011;Koppers Netherlands BV;Molenlaan;30;;1422ZA;Uithoorn;117900;472450;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;36060;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;9281;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;14392;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;34146;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;20540;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;13280,307;kg
Chemische Industrie;Chemische Industrie overig;SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten;T103100;41307;Stichting Vergunning Moleneind;Kloosterstraat;6;;5349AB;Oss;164915;419455;21200;Vervaardiging van farmaceutische producten (geen grondstoffen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;16072;kg
Overige industrie;Grafische industrie;SBI 18/58 (per bedrijf): Uitgeverijen, drukkerijen, reproductie van opgenomen media;T105900;44446;Roto Smeets Etten;Parallelweg;5;;4878AH;Etten-Leur;101570;397840;18123;Drukkerijen van reclame;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;2651;kg
Overige industrie;Grafische industrie;SBI 18/58 (per bedrijf): Uitgeverijen, drukkerijen, reproductie van opgenomen media;T105900;44446;Roto Smeets Etten;Parallelweg;5;;4878AH;Etten-Leur;101570;397840;18123;Drukkerijen van reclame;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;4940;kg
Overige industrie;Houtbewerkende industrie;SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels);T109000;54203;Linex-Nederland BV;Emmabaan;79;;4576ZG;Koewacht;57660;362150;16210;Vervaardiging van fineer en plaatmateriaal op basis van hout;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;22500;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;54810;Cruson Coating BV;Deltahoek;6;;4511PA;Breskens;28700;379710;25600;"Oppervlaktebehandeling en bekleding van metaal; algemene metaalbewerking";22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;252;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2019;3835,3356;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;4274;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2010;2757,6;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2015;3437,4998;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2020;3733,2084;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;5936;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;79;Steenfabriek Linssen BV;Drievogelstraat;80;;6466GN;Kerkrade;199520;318420;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2688;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;44706;L.J. Duijs Steenfabriek BV;Bokhovenseweg;8;;5256TC;Hedikhuizen;142600;416500;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3200;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;44706;L.J. Duijs Steenfabriek BV;Bokhovenseweg;8;;5256TC;Hedikhuizen;142600;416500;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2800;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;44706;L.J. Duijs Steenfabriek BV;Bokhovenseweg;8;;5256TC;Hedikhuizen;142600;416500;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;12545;kg
Afvalverwijdering;Overige afvalbedrijven;SBI 38.3 (per bedrijf): Voorbereiding tot recycling;T107000;56120;Sea Way Chemical Processing BV;Europaweg Zuid;4;;4389PD;Vlissingen Oost;37015;386154;38320;Gesorteerd materiaal voorbereiden tot recycling;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;618;kg
Bouw;Overig bouw;SBI 41-43 (per bedrijf): Bouwnijverheid;T107200;56130;Heros Sluiskil BV;Oostkade;5;;4541HH;Sluiskil;47197;366947;38320;Gesorteerd materiaal voorbereiden tot recycling;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;57;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;17974;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;36000;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;28201;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;59000;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;54487;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;3700;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;65777;Wienerberger Steenfabriek Kijfwaard West;Kijfwaard;10;;6911KE;Pannerden;200098;432128;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;12100;kg
Handel, Diensten en Overheid (HDO);Energiegebruik en processen Handel, Diensten en Overheid (HDO);SBI 96 (per bedrijf): Wellness en overige dienstverlening, uitvaartbranche;T104301;44843;Nedlin Rath BV;Lelielaan;2;;5462BE;Veghel;164900;402700;96010;Reinigen van kleding en textiel;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;1818;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;45759;Zuid-Nederlandse Asfalt Centrale BV;Eikdonk;15;;4825AZ;Breda;111964;403612;23000;Vervaardiging van overige niet-metaalhoudende minerale producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;9240;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;5738;Echter Asfaltcentrale BV;Havenweg;30;;6101AB;Echt;187700;346800;23000;Vervaardiging van overige niet-metaalhoudende minerale producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2755,762;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;T104300;66225;Steenbakkerij Randwijk BV;Renkumseveerweg;3;;6666LE;Heteren;178550;441990;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;9600;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;66225;Steenbakkerij Randwijk BV;Renkumseveerweg;3;;6666LE;Heteren;178550;441990;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;1500;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;82608;Coöperatieve Grasdrogerij Ruinerwold;Dokter Larijweg;81;A;7961NP;Ruinerwold;214650;527700;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;53328;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;82608;Coöperatieve Grasdrogerij Ruinerwold;Dokter Larijweg;81;A;7961NP;Ruinerwold;214650;527700;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;30240;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;82608;Coöperatieve Grasdrogerij Ruinerwold;Dokter Larijweg;81;A;7961NP;Ruinerwold;214650;527700;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;70183,289;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;45771;APM;'t Gors;6;;4782PR;Moerdijk;101000;412000;23000;Vervaardiging van overige niet-metaalhoudende minerale producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;976;kg
Overige industrie;Basismetaal;SBI 24.4/24.5 (per bedrijf): Basismetaalindustrie, vervaardiging van non-ferro metalen en gieten van metalen;T102300;5763;Mifa Aluminium BV;Deltakade;4;;5928PX;Venlo;208538;377517;25610;Oppervlaktebehandeling en bekleding van metaal;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;1919;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92016;Friesland Foods Cheese Oosterwolde;Nanningaweg;20;;8431AB;Oosterwolde;216450;556400;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);05;Geschat door de Emissieregistratie;ER Reeks 1990-2020 Definitief;2005;2912;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92016;Friesland Foods Cheese Oosterwolde;Nanningaweg;20;;8431AB;Oosterwolde;216450;556400;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;10000;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92016;Friesland Foods Cheese Oosterwolde;Nanningaweg;20;;8431AB;Oosterwolde;216450;556400;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;4732,283;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92304;Leaf Holland BV;Oude Oppenhuizerweg;6;;8606JC;Sneek;174230;560150;10820;Verwerking van cacaobonen en vervaardiging van chocolade en suikerwerk;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;1472;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.9 (per bedrijf): Vervaardiging van overige niet-metaalhoudende minerale producten;T104501;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;11000;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23.9 (per bedrijf): Vervaardiging van overige niet-metaalhoudende minerale producten;T104501;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;142721;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;35851,376;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;181484;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;99257;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;60109;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;139345;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;183156;kg
Overige industrie;Bouwmaterialenindustrie;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;T102102;4753;Rockwool B.V.;Industrieweg;15;;6045JG;Roermond;200915;353671;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;149374;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;83071;Zincoat BV;Boerdijk;32;;7844TC;Veenoord;253450;526950;25610;Oppervlaktebehandeling en bekleding van metaal;02;Milieujaarverslag, versie nog niet gevalideerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;566;kg
Overige industrie;Metaalelektro;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);T106200;83071;Zincoat BV;Boerdijk;32;;7844TC;Veenoord;253450;526950;25610;Oppervlaktebehandeling en bekleding van metaal;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;81,5;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.16 (per bedrijf): Vervaardiging van kunststof in primaire vorm;T102800;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;697;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2005;13017;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2020;2627;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;2340;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2010;16852;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2015;7523,43;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;5347;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;17113;kg
Chemische Industrie;Chemische Industrie basisproducten;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;T101100;71103;Akzo Nobel Functional Chemicals;Zutphenseweg;10;;7418AJ;Deventer;208550;472800;20141;Vervaardiging van petrochemische producten;01;Milieujaarverslag, geaccepteerd door het bevoegd gezag;ER Reeks 1990-2020 Definitief;2019;6509;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92620;Fribecoh BV Drogerij;Oerdyk;9;;8631VA;Loenga;174500;562700;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;9500;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92620;Fribecoh BV Drogerij;Oerdyk;9;;8631VA;Loenga;174500;562700;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;14146;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92621;Loon- Droog- Mechanisatiebedrijf Wijntjes - Eijbergen B.V.;Drie Tolhekken;3;;8431TX;Oosterwolde;213530;556150;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2000;17146;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92621;Loon- Droog- Mechanisatiebedrijf Wijntjes - Eijbergen B.V.;Drie Tolhekken;3;;8431TX;Oosterwolde;213530;556150;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;18300;kg
Overige industrie;Voedings- en genotmiddelenindustrie;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;T100201;92621;Loon- Droog- Mechanisatiebedrijf Wijntjes - Eijbergen B.V.;Drie Tolhekken;3;;8431TX;Oosterwolde;213530;556150;10910;Vervaardiging van veevoeders;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1990;19917;kg
Bouw;Overig bouw;SBI 41-43 (per bedrijf): Bouwnijverheid;T107200;48046;Roosendaalse Asfalt Centrale (RAC);Ziel;14;;4704RS;Roosendaal;90400;395450;42100;Bouw van wegen, spoorwegen en kunstwerken;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;1995;2650;kg
Bouw;Overig bouw;SBI 41-43 (per bedrijf): Bouwnijverheid;T107200;48046;Roosendaalse Asfalt Centrale (RAC);Ziel;14;;4704RS;Roosendaal;90400;395450;42100;Bouw van wegen, spoorwegen en kunstwerken;22;Inventarisatie Emissieregistratie Individueel (1985-1998);ER Reeks 1990-2020 Definitief;2005;1325;kg
